Sample,Family ID,Population,Population Description
NA19209,Y050,YRI,"Yoruba in Ibadan, Nigeria"
NA19210,Y050,YRI,"Yoruba in Ibadan, Nigeria"
NA19211,Y050,YRI,"Yoruba in Ibadan, Nigeria"
NA19213,Y110,YRI,"Yoruba in Ibadan, Nigeria"
NA19214,Y110,YRI,"Yoruba in Ibadan, Nigeria"
NA19215,Y110,YRI,"Yoruba in Ibadan, Nigeria"
NA19221,Y058,YRI,"Yoruba in Ibadan, Nigeria"
NA19222,Y058,YRI,"Yoruba in Ibadan, Nigeria"
NA19223,Y058,YRI,"Yoruba in Ibadan, Nigeria"
NA19224,Y057,YRI,"Yoruba in Ibadan, Nigeria"
NA19225,Y057,YRI,"Yoruba in Ibadan, Nigeria"
NA19226,Y057,YRI,"Yoruba in Ibadan, Nigeria"
NA19235,Y116,YRI,"Yoruba in Ibadan, Nigeria"
NA19236,Y116,YRI,"Yoruba in Ibadan, Nigeria"
NA19237,Y116,YRI,"Yoruba in Ibadan, Nigeria"
NA19238,Y117,YRI,"Yoruba in Ibadan, Nigeria"
NA19239,Y117,YRI,"Yoruba in Ibadan, Nigeria"
NA19240,Y117,YRI,"Yoruba in Ibadan, Nigeria"
NA19247,Y120,YRI,"Yoruba in Ibadan, Nigeria"
NA19248,Y120,YRI,"Yoruba in Ibadan, Nigeria"
NA19249,Y120,YRI,"Yoruba in Ibadan, Nigeria"
NA19252,Y025,YRI,"Yoruba in Ibadan, Nigeria"
NA19254,Y062,YRI,"Yoruba in Ibadan, Nigeria"
NA19256,Y092,YRI,"Yoruba in Ibadan, Nigeria"
NA19257,Y092,YRI,"Yoruba in Ibadan, Nigeria"
NA19258,Y092,YRI,"Yoruba in Ibadan, Nigeria"
NA19307,NA19307,LWK,"Luhya in Webuye, Kenya"
NA19308,NA19308,LWK,"Luhya in Webuye, Kenya"
NA19309,NA19309,LWK,"Luhya in Webuye, Kenya"
NA19310,NA19310,LWK,"Luhya in Webuye, Kenya"
NA19311,NA19311,LWK,"Luhya in Webuye, Kenya"
NA19312,NA19312,LWK,"Luhya in Webuye, Kenya"
NA19313,LWK001,LWK,"Luhya in Webuye, Kenya"
NA19314,NA19314,LWK,"Luhya in Webuye, Kenya"
NA19315,NA19315,LWK,"Luhya in Webuye, Kenya"
NA19316,NA19316,LWK,"Luhya in Webuye, Kenya"
NA19317,NA19317,LWK,"Luhya in Webuye, Kenya"
NA19318,NA19318,LWK,"Luhya in Webuye, Kenya"
NA19319,NA19319,LWK,"Luhya in Webuye, Kenya"
NA19320,NA19320,LWK,"Luhya in Webuye, Kenya"
NA19321,NA19321,LWK,"Luhya in Webuye, Kenya"
NA19323,NA19323,LWK,"Luhya in Webuye, Kenya"
NA19324,NA19324,LWK,"Luhya in Webuye, Kenya"
NA19327,NA19327,LWK,"Luhya in Webuye, Kenya"
NA19328,NA19328,LWK,"Luhya in Webuye, Kenya"
NA19331,LWK001,LWK,"Luhya in Webuye, Kenya"
NA19332,NA19332,LWK,"Luhya in Webuye, Kenya"
NA19334,NA19334,LWK,"Luhya in Webuye, Kenya"
NA19338,NA19338,LWK,"Luhya in Webuye, Kenya"
NA19346,NA19346,LWK,"Luhya in Webuye, Kenya"
NA19347,NA19347,LWK,"Luhya in Webuye, Kenya"
NA19350,NA19350,LWK,"Luhya in Webuye, Kenya"
NA19351,NA19351,LWK,"Luhya in Webuye, Kenya"
NA19352,NA19352,LWK,"Luhya in Webuye, Kenya"
NA19355,NA19355,LWK,"Luhya in Webuye, Kenya"
NA19359,NA19359,LWK,"Luhya in Webuye, Kenya"
NA19360,NA19360,LWK,"Luhya in Webuye, Kenya"
NA19371,NA19371,LWK,"Luhya in Webuye, Kenya"
NA19372,NA19372,LWK,"Luhya in Webuye, Kenya"
NA19373,NA19373,LWK,"Luhya in Webuye, Kenya"
NA19374,NA19374,LWK,"Luhya in Webuye, Kenya"
NA19375,NA19375,LWK,"Luhya in Webuye, Kenya"
NA19376,NA19376,LWK,"Luhya in Webuye, Kenya"
NA19377,NA19377,LWK,"Luhya in Webuye, Kenya"
NA19378,NA19378,LWK,"Luhya in Webuye, Kenya"
NA19379,NA19379,LWK,"Luhya in Webuye, Kenya"
NA19380,NA19380,LWK,"Luhya in Webuye, Kenya"
NA19381,LWK002,LWK,"Luhya in Webuye, Kenya"
NA19382,LWK002,LWK,"Luhya in Webuye, Kenya"
NA19383,NA19383,LWK,"Luhya in Webuye, Kenya"
NA19384,NA19384,LWK,"Luhya in Webuye, Kenya"
NA19385,NA19385,LWK,"Luhya in Webuye, Kenya"
NA19390,NA19390,LWK,"Luhya in Webuye, Kenya"
NA19391,NA19391,LWK,"Luhya in Webuye, Kenya"
NA19393,NA19393,LWK,"Luhya in Webuye, Kenya"
NA19394,NA19394,LWK,"Luhya in Webuye, Kenya"
NA19395,NA19395,LWK,"Luhya in Webuye, Kenya"
NA19396,NA19396,LWK,"Luhya in Webuye, Kenya"
NA19397,NA19397,LWK,"Luhya in Webuye, Kenya"
NA19398,NA19398,LWK,"Luhya in Webuye, Kenya"
NA19399,NA19399,LWK,"Luhya in Webuye, Kenya"
NA19401,NA19401,LWK,"Luhya in Webuye, Kenya"
NA19403,NA19403,LWK,"Luhya in Webuye, Kenya"
NA19404,NA19404,LWK,"Luhya in Webuye, Kenya"
NA19428,NA19428,LWK,"Luhya in Webuye, Kenya"
NA19429,NA19429,LWK,"Luhya in Webuye, Kenya"
NA19430,NA19430,LWK,"Luhya in Webuye, Kenya"
NA19431,NA19431,LWK,"Luhya in Webuye, Kenya"
NA19432,LWK003,LWK,"Luhya in Webuye, Kenya"
NA19434,LWK003,LWK,"Luhya in Webuye, Kenya"
NA19435,NA19435,LWK,"Luhya in Webuye, Kenya"
NA19436,NA19436,LWK,"Luhya in Webuye, Kenya"
NA19437,NA19437,LWK,"Luhya in Webuye, Kenya"
NA19438,NA19438,LWK,"Luhya in Webuye, Kenya"
NA19439,NA19439,LWK,"Luhya in Webuye, Kenya"
NA19440,NA19440,LWK,"Luhya in Webuye, Kenya"
NA19443,NA19443,LWK,"Luhya in Webuye, Kenya"
NA19444,LWK003,LWK,"Luhya in Webuye, Kenya"
NA19445,LWK004,LWK,"Luhya in Webuye, Kenya"
NA19446,NA19446,LWK,"Luhya in Webuye, Kenya"
NA19448,NA19448,LWK,"Luhya in Webuye, Kenya"
NA19449,NA19449,LWK,"Luhya in Webuye, Kenya"
NA19451,NA19451,LWK,"Luhya in Webuye, Kenya"
NA19452,NA19452,LWK,"Luhya in Webuye, Kenya"
NA19453,LWK004,LWK,"Luhya in Webuye, Kenya"
NA19454,NA19454,LWK,"Luhya in Webuye, Kenya"
NA19455,NA19455,LWK,"Luhya in Webuye, Kenya"
NA19456,NA19456,LWK,"Luhya in Webuye, Kenya"
NA19457,NA19457,LWK,"Luhya in Webuye, Kenya"
NA19461,NA19461,LWK,"Luhya in Webuye, Kenya"
NA19462,NA19462,LWK,"Luhya in Webuye, Kenya"
NA19463,NA19463,LWK,"Luhya in Webuye, Kenya"
NA19466,NA19466,LWK,"Luhya in Webuye, Kenya"
NA19467,NA19467,LWK,"Luhya in Webuye, Kenya"
NA19468,NA19468,LWK,"Luhya in Webuye, Kenya"
NA19469,LWK005,LWK,"Luhya in Webuye, Kenya"
NA19470,LWK005,LWK,"Luhya in Webuye, Kenya"
NA19471,NA19471,LWK,"Luhya in Webuye, Kenya"
NA19472,NA19472,LWK,"Luhya in Webuye, Kenya"
NA19473,NA19473,LWK,"Luhya in Webuye, Kenya"
NA19474,NA19474,LWK,"Luhya in Webuye, Kenya"
NA19475,NA19475,LWK,"Luhya in Webuye, Kenya"
NA19625,2357,ASW,African Ancestry in Southwest US
NA19648,m001,MXL,"Mexican Ancestry in Los Angeles, California"
NA19649,m001,MXL,"Mexican Ancestry in Los Angeles, California"
NA19650,m001,MXL,"Mexican Ancestry in Los Angeles, California"
NA19651,m005,MXL,"Mexican Ancestry in Los Angeles, California"
NA19652,m005,MXL,"Mexican Ancestry in Los Angeles, California"
NA19653,m005,MXL,"Mexican Ancestry in Los Angeles, California"
NA19654,m006,MXL,"Mexican Ancestry in Los Angeles, California"
NA19655,m006,MXL,"Mexican Ancestry in Los Angeles, California"
NA19656,m006,MXL,"Mexican Ancestry in Los Angeles, California"
NA19657,m007,MXL,"Mexican Ancestry in Los Angeles, California"
NA19658,m007,MXL,"Mexican Ancestry in Los Angeles, California"
NA19659,m007,MXL,"Mexican Ancestry in Los Angeles, California"
NA19660,m008,MXL,"Mexican Ancestry in Los Angeles, California"
NA19661,m008,MXL,"Mexican Ancestry in Los Angeles, California"
NA19662,m008,MXL,"Mexican Ancestry in Los Angeles, California"
NA19663,m012,MXL,"Mexican Ancestry in Los Angeles, California"
NA19664,m012,MXL,"Mexican Ancestry in Los Angeles, California"
NA19665,m012,MXL,"Mexican Ancestry in Los Angeles, California"
NA19669,m002,MXL,"Mexican Ancestry in Los Angeles, California"
NA19670,m002,MXL,"Mexican Ancestry in Los Angeles, California"
NA19671,m002,MXL,"Mexican Ancestry in Los Angeles, California"
NA19672,2382,MXL,"Mexican Ancestry in Los Angeles, California"
NA19674,2382,MXL,"Mexican Ancestry in Los Angeles, California"
NA19675,m004,MXL,"Mexican Ancestry in Los Angeles, California"
NA19676,m004,MXL,"Mexican Ancestry in Los Angeles, California"
NA19677,m004,MXL,"Mexican Ancestry in Los Angeles, California"
NA19678,m009,MXL,"Mexican Ancestry in Los Angeles, California"
NA19679,m009,MXL,"Mexican Ancestry in Los Angeles, California"
NA19680,m009,MXL,"Mexican Ancestry in Los Angeles, California"
NA19681,m010,MXL,"Mexican Ancestry in Los Angeles, California"
NA19682,m010,MXL,"Mexican Ancestry in Los Angeles, California"
NA19683,m010,MXL,"Mexican Ancestry in Los Angeles, California"
NA19684,m011,MXL,"Mexican Ancestry in Los Angeles, California"
NA19685,m011,MXL,"Mexican Ancestry in Los Angeles, California"
NA19686,m011,MXL,"Mexican Ancestry in Los Angeles, California"
NA19700,2367,ASW,African Ancestry in Southwest US
NA19701,2367,ASW,African Ancestry in Southwest US
NA19702,2367,ASW,African Ancestry in Southwest US
NA19703,2368,ASW,African Ancestry in Southwest US
NA19704,2368,ASW,African Ancestry in Southwest US
NA19705,2368,ASW,African Ancestry in Southwest US
NA19707,2369,ASW,African Ancestry in Southwest US
NA19708,2369,ASW,African Ancestry in Southwest US
NA19711,2371,ASW,African Ancestry in Southwest US
NA19712,2371,ASW,African Ancestry in Southwest US
NA19713,2436,ASW,African Ancestry in Southwest US
NA19714,2437,ASW,African Ancestry in Southwest US
NA19716,m014,MXL,"Mexican Ancestry in Los Angeles, California"
NA19717,m014,MXL,"Mexican Ancestry in Los Angeles, California"
NA19718,m014,MXL,"Mexican Ancestry in Los Angeles, California"
NA19719,m015,MXL,"Mexican Ancestry in Los Angeles, California"
NA19720,m015,MXL,"Mexican Ancestry in Los Angeles, California"
NA19721,m015,MXL,"Mexican Ancestry in Los Angeles, California"
NA19722,m016,MXL,"Mexican Ancestry in Los Angeles, California"
NA19723,m016,MXL,"Mexican Ancestry in Los Angeles, California"
NA19724,m016,MXL,"Mexican Ancestry in Los Angeles, California"
NA19725,m017,MXL,"Mexican Ancestry in Los Angeles, California"
NA19726,m017,MXL,"Mexican Ancestry in Los Angeles, California"
NA19727,m017,MXL,"Mexican Ancestry in Los Angeles, California"
NA19728,m018,MXL,"Mexican Ancestry in Los Angeles, California"
NA19729,m018,MXL,"Mexican Ancestry in Los Angeles, California"
NA19730,m018,MXL,"Mexican Ancestry in Los Angeles, California"
NA19731,m019,MXL,"Mexican Ancestry in Los Angeles, California"
NA19732,m019,MXL,"Mexican Ancestry in Los Angeles, California"
NA19733,m019,MXL,"Mexican Ancestry in Los Angeles, California"
NA19734,2393,MXL,"Mexican Ancestry in Los Angeles, California"
NA19735,2393,MXL,"Mexican Ancestry in Los Angeles, California"
NA19737,2394,MXL,"Mexican Ancestry in Los Angeles, California"
NA19738,2394,MXL,"Mexican Ancestry in Los Angeles, California"
NA19740,2395,MXL,"Mexican Ancestry in Los Angeles, California"
NA19741,2395,MXL,"Mexican Ancestry in Los Angeles, California"
NA19742,2395,MXL,"Mexican Ancestry in Los Angeles, California"
NA19746,m023,MXL,"Mexican Ancestry in Los Angeles, California"
NA19747,m023,MXL,"Mexican Ancestry in Los Angeles, California"
NA19748,m023,MXL,"Mexican Ancestry in Los Angeles, California"
NA19749,m024,MXL,"Mexican Ancestry in Los Angeles, California"
NA19750,m024,MXL,"Mexican Ancestry in Los Angeles, California"
NA19751,m024,MXL,"Mexican Ancestry in Los Angeles, California"
NA19752,2401,MXL,"Mexican Ancestry in Los Angeles, California"
NA19753,2401,MXL,"Mexican Ancestry in Los Angeles, California"
NA19754,2401,MXL,"Mexican Ancestry in Los Angeles, California"
NA19755,m026,MXL,"Mexican Ancestry in Los Angeles, California"
NA19756,m026,MXL,"Mexican Ancestry in Los Angeles, California"
NA19757,m026,MXL,"Mexican Ancestry in Los Angeles, California"
NA19758,m027,MXL,"Mexican Ancestry in Los Angeles, California"
NA19759,m027,MXL,"Mexican Ancestry in Los Angeles, California"
NA19760,m027,MXL,"Mexican Ancestry in Los Angeles, California"
NA19761,m028,MXL,"Mexican Ancestry in Los Angeles, California"
NA19762,m028,MXL,"Mexican Ancestry in Los Angeles, California"
NA19763,m028,MXL,"Mexican Ancestry in Los Angeles, California"
NA19764,2405,MXL,"Mexican Ancestry in Los Angeles, California"
NA19766,2405,MXL,"Mexican Ancestry in Los Angeles, California"
NA19770,m031,MXL,"Mexican Ancestry in Los Angeles, California"
NA19771,m031,MXL,"Mexican Ancestry in Los Angeles, California"
NA19772,m031,MXL,"Mexican Ancestry in Los Angeles, California"
NA19773,m033,MXL,"Mexican Ancestry in Los Angeles, California"
NA19774,m033,MXL,"Mexican Ancestry in Los Angeles, California"
NA19775,m033,MXL,"Mexican Ancestry in Los Angeles, California"
NA19776,m034,MXL,"Mexican Ancestry in Los Angeles, California"
NA19777,m034,MXL,"Mexican Ancestry in Los Angeles, California"
NA19778,m034,MXL,"Mexican Ancestry in Los Angeles, California"
NA19779,m035,MXL,"Mexican Ancestry in Los Angeles, California"
NA19780,m035,MXL,"Mexican Ancestry in Los Angeles, California"
NA19781,m035,MXL,"Mexican Ancestry in Los Angeles, California"
NA19782,m036,MXL,"Mexican Ancestry in Los Angeles, California"
NA19783,m036,MXL,"Mexican Ancestry in Los Angeles, California"
NA19784,m036,MXL,"Mexican Ancestry in Los Angeles, California"
NA19785,m032,MXL,"Mexican Ancestry in Los Angeles, California"
NA19786,m032,MXL,"Mexican Ancestry in Los Angeles, California"
NA19787,m032,MXL,"Mexican Ancestry in Los Angeles, California"
NA19788,m037,MXL,"Mexican Ancestry in Los Angeles, California"
NA19789,m037,MXL,"Mexican Ancestry in Los Angeles, California"
NA19790,m037,MXL,"Mexican Ancestry in Los Angeles, California"
NA19792,2414,MXL,"Mexican Ancestry in Los Angeles, California"
NA19794,m039,MXL,"Mexican Ancestry in Los Angeles, California"
NA19795,m039,MXL,"Mexican Ancestry in Los Angeles, California"
NA19796,m039,MXL,"Mexican Ancestry in Los Angeles, California"
NA19797,2416,MXL,"Mexican Ancestry in Los Angeles, California"
NA19798,2416,MXL,"Mexican Ancestry in Los Angeles, California"
NA19818,2418,ASW,African Ancestry in Southwest US
NA19819,2418,ASW,African Ancestry in Southwest US
NA19828,2418,ASW,African Ancestry in Southwest US
NA19834,2424,ASW,African Ancestry in Southwest US
NA19835,2424,ASW,African Ancestry in Southwest US
NA19836,2424,ASW,African Ancestry in Southwest US
NA19900,2425,ASW,African Ancestry in Southwest US
NA19901,2425,ASW,African Ancestry in Southwest US
NA19902,2425,ASW,African Ancestry in Southwest US
NA19904,2426,ASW,African Ancestry in Southwest US
NA19905,2426,ASW,African Ancestry in Southwest US
NA19908,2427,ASW,African Ancestry in Southwest US
NA19909,2427,ASW,African Ancestry in Southwest US
NA19913,2426a,ASW,African Ancestry in Southwest US
NA19914,2430,ASW,African Ancestry in Southwest US
NA19915,2430,ASW,African Ancestry in Southwest US
NA19916,2431,ASW,African Ancestry in Southwest US
NA19917,2431,ASW,African Ancestry in Southwest US
NA19918,2431,ASW,African Ancestry in Southwest US
NA19919,2427,ASW,African Ancestry in Southwest US
NA19920,2433,ASW,African Ancestry in Southwest US
NA19921,2433,ASW,African Ancestry in Southwest US
NA19922,2434,ASW,African Ancestry in Southwest US
NA19923,2434,ASW,African Ancestry in Southwest US
NA19924,2434,ASW,African Ancestry in Southwest US
NA19982,2436,ASW,African Ancestry in Southwest US
NA19983,2436,ASW,African Ancestry in Southwest US
NA19984,2437a,ASW,African Ancestry in Southwest US
NA19985,2437,ASW,African Ancestry in Southwest US
NA20126,2446,ASW,African Ancestry in Southwest US
NA20127,2446,ASW,African Ancestry in Southwest US
NA20128,2446,ASW,African Ancestry in Southwest US
NA20129,2433,ASW,African Ancestry in Southwest US
NA20274,2357a,ASW,African Ancestry in Southwest US
NA20276,2466,ASW,African Ancestry in Southwest US
NA20277,2466,ASW,African Ancestry in Southwest US
NA20278,2467,ASW,African Ancestry in Southwest US
NA20279,2467,ASW,African Ancestry in Southwest US
NA20281,2469a,ASW,African Ancestry in Southwest US
NA20282,2469,ASW,African Ancestry in Southwest US
NA20284,2469,ASW,African Ancestry in Southwest US
NA20285,2469,ASW,African Ancestry in Southwest US
NA20287,2470,ASW,African Ancestry in Southwest US
NA20288,2470,ASW,African Ancestry in Southwest US
NA20289,2471,ASW,African Ancestry in Southwest US
NA20290,2471,ASW,African Ancestry in Southwest US
NA20291,2472,ASW,African Ancestry in Southwest US
NA20292,2472,ASW,African Ancestry in Southwest US
NA20294,2474,ASW,African Ancestry in Southwest US
NA20295,2474,ASW,African Ancestry in Southwest US
NA20296,2475,ASW,African Ancestry in Southwest US
NA20297,2475,ASW,African Ancestry in Southwest US
NA20298,2476a,ASW,African Ancestry in Southwest US
NA20299,2476,ASW,African Ancestry in Southwest US
NA20300,2476,ASW,African Ancestry in Southwest US
NA20301,2477,ASW,African Ancestry in Southwest US
NA20302,2477,ASW,African Ancestry in Southwest US
NA20312,2478i,ASW,African Ancestry in Southwest US
NA20313,2478ii,ASW,African Ancestry in Southwest US
NA20314,2479,ASW,African Ancestry in Southwest US
NA20316,2479,ASW,African Ancestry in Southwest US
NA20317,2480,ASW,African Ancestry in Southwest US
NA20318,2480a,ASW,African Ancestry in Southwest US
NA20319,2480,ASW,African Ancestry in Southwest US
NA20320,2481a,ASW,African Ancestry in Southwest US
NA20321,2481,ASW,African Ancestry in Southwest US
NA20322,2481,ASW,African Ancestry in Southwest US
NA20332,2483,ASW,African Ancestry in Southwest US
NA20333,2483,ASW,African Ancestry in Southwest US
NA20334,2484,ASW,African Ancestry in Southwest US
NA20335,2484,ASW,African Ancestry in Southwest US
NA20336,2485,ASW,African Ancestry in Southwest US
NA20337,2485,ASW,African Ancestry in Southwest US
NA20339,2486,ASW,African Ancestry in Southwest US
NA20340,2487,ASW,African Ancestry in Southwest US
NA20341,2487,ASW,African Ancestry in Southwest US
NA20342,2488,ASW,African Ancestry in Southwest US
NA20343,2488,ASW,African Ancestry in Southwest US
NA20344,2489,ASW,African Ancestry in Southwest US
NA20345,2489,ASW,African Ancestry in Southwest US
NA20346,2490,ASW,African Ancestry in Southwest US
NA20347,2490,ASW,African Ancestry in Southwest US
NA20348,2491,ASW,African Ancestry in Southwest US
NA20349,2492,ASW,African Ancestry in Southwest US
NA20350,2492,ASW,African Ancestry in Southwest US
NA20351,2493,ASW,African Ancestry in Southwest US
NA20355,2484a,ASW,African Ancestry in Southwest US
NA20356,2494,ASW,African Ancestry in Southwest US
NA20357,2494,ASW,African Ancestry in Southwest US
NA20358,2494,ASW,African Ancestry in Southwest US
NA20359,2495,ASW,African Ancestry in Southwest US
NA20360,2495,ASW,African Ancestry in Southwest US
NA20361,2495,ASW,African Ancestry in Southwest US
NA20362,2495a,ASW,African Ancestry in Southwest US
NA20363,2496,ASW,African Ancestry in Southwest US
NA20364,2496,ASW,African Ancestry in Southwest US
NA20412,2505,ASW,African Ancestry in Southwest US
NA20413,2505,ASW,African Ancestry in Southwest US
NA20414,2506,ASW,African Ancestry in Southwest US
NA20502,NA20502,TSI,Toscani in Italy
NA20503,NA20503,TSI,Toscani in Italy
NA20504,NA20504,TSI,Toscani in Italy
NA20505,NA20505,TSI,Toscani in Italy
NA20506,NA20506,TSI,Toscani in Italy
NA20507,NA20507,TSI,Toscani in Italy
NA20508,NA20508,TSI,Toscani in Italy
NA20509,NA20509,TSI,Toscani in Italy
NA20510,NA20510,TSI,Toscani in Italy
NA20511,NA20511,TSI,Toscani in Italy
NA20512,NA20512,TSI,Toscani in Italy
NA20513,NA20513,TSI,Toscani in Italy
NA20514,NA20514,TSI,Toscani in Italy
NA20515,NA20515,TSI,Toscani in Italy
NA20516,NA20516,TSI,Toscani in Italy
NA20517,NA20517,TSI,Toscani in Italy
NA20518,NA20518,TSI,Toscani in Italy
NA20519,NA20519,TSI,Toscani in Italy
NA20520,NA20520,TSI,Toscani in Italy
NA20521,NA20521,TSI,Toscani in Italy
NA20522,NA20522,TSI,Toscani in Italy
NA20524,NA20524,TSI,Toscani in Italy
NA20525,NA20525,TSI,Toscani in Italy
NA20526,NA20526,TSI,Toscani in Italy
NA20527,NA20527,TSI,Toscani in Italy
NA20528,NA20528,TSI,Toscani in Italy
NA20529,NA20529,TSI,Toscani in Italy
NA20530,NA20530,TSI,Toscani in Italy
NA20531,NA20531,TSI,Toscani in Italy
NA20532,NA20532,TSI,Toscani in Italy
NA20533,NA20533,TSI,Toscani in Italy
NA20534,NA20534,TSI,Toscani in Italy
NA20535,NA20535,TSI,Toscani in Italy
NA20536,NA20536,TSI,Toscani in Italy
NA20537,NA20537,TSI,Toscani in Italy
NA20538,NA20538,TSI,Toscani in Italy
NA20539,NA20539,TSI,Toscani in Italy
NA20540,NA20540,TSI,Toscani in Italy
NA20541,NA20541,TSI,Toscani in Italy
NA20542,NA20542,TSI,Toscani in Italy
NA20543,NA20543,TSI,Toscani in Italy
NA20544,NA20544,TSI,Toscani in Italy
NA20581,NA20581,TSI,Toscani in Italy
NA20582,NA20582,TSI,Toscani in Italy
NA20585,NA20585,TSI,Toscani in Italy
NA20586,NA20586,TSI,Toscani in Italy
NA20587,NA20587,TSI,Toscani in Italy
NA20588,NA20588,TSI,Toscani in Italy
NA20589,NA20589,TSI,Toscani in Italy
NA20752,NA20752,TSI,Toscani in Italy
NA20753,NA20753,TSI,Toscani in Italy
NA20754,NA20754,TSI,Toscani in Italy
NA20755,NA20755,TSI,Toscani in Italy
NA20756,NA20756,TSI,Toscani in Italy
NA20757,NA20757,TSI,Toscani in Italy
NA20758,NA20758,TSI,Toscani in Italy
NA20759,NA20759,TSI,Toscani in Italy
NA20760,NA20760,TSI,Toscani in Italy
NA20761,NA20761,TSI,Toscani in Italy
NA20762,NA20762,TSI,Toscani in Italy
NA20763,NA20763,TSI,Toscani in Italy
NA20764,NA20764,TSI,Toscani in Italy
NA20765,NA20765,TSI,Toscani in Italy
NA20766,NA20766,TSI,Toscani in Italy
NA20767,NA20767,TSI,Toscani in Italy
NA20768,NA20768,TSI,Toscani in Italy
NA20769,NA20769,TSI,Toscani in Italy
NA20770,NA20770,TSI,Toscani in Italy
NA20771,NA20771,TSI,Toscani in Italy
NA20772,NA20772,TSI,Toscani in Italy
NA20773,NA20773,TSI,Toscani in Italy
NA20774,NA20774,TSI,Toscani in Italy
NA20775,NA20775,TSI,Toscani in Italy
NA20778,NA20778,TSI,Toscani in Italy
NA20783,NA20783,TSI,Toscani in Italy
NA20785,NA20785,TSI,Toscani in Italy
NA20786,NA20786,TSI,Toscani in Italy
NA20787,NA20787,TSI,Toscani in Italy
NA20790,NA20790,TSI,Toscani in Italy
NA20792,NA20792,TSI,Toscani in Italy
NA20795,NA20795,TSI,Toscani in Italy
NA20796,NA20796,TSI,Toscani in Italy
NA20797,NA20797,TSI,Toscani in Italy
NA20798,NA20798,TSI,Toscani in Italy
NA20799,NA20799,TSI,Toscani in Italy
NA20800,NA20800,TSI,Toscani in Italy
NA20801,NA20801,TSI,Toscani in Italy
NA20802,NA20802,TSI,Toscani in Italy
NA20803,NA20803,TSI,Toscani in Italy
NA20804,NA20804,TSI,Toscani in Italy
NA20805,NA20805,TSI,Toscani in Italy
NA20806,NA20806,TSI,Toscani in Italy
NA20807,NA20807,TSI,Toscani in Italy
NA20808,NA20808,TSI,Toscani in Italy
NA20809,NA20809,TSI,Toscani in Italy
NA20810,NA20810,TSI,Toscani in Italy
NA20811,NA20811,TSI,Toscani in Italy
NA20812,NA20812,TSI,Toscani in Italy
NA20813,NA20813,TSI,Toscani in Italy
NA20814,NA20814,TSI,Toscani in Italy
NA20815,NA20815,TSI,Toscani in Italy
NA20816,NA20816,TSI,Toscani in Italy
NA20818,NA20818,TSI,Toscani in Italy
NA20819,NA20819,TSI,Toscani in Italy
NA20821,NA20821,TSI,Toscani in Italy
NA20822,NA20822,TSI,Toscani in Italy
NA20826,NA20826,TSI,Toscani in Italy
NA20827,NA20827,TSI,Toscani in Italy
NA20828,NA20828,TSI,Toscani in Italy
NA20829,NA20829,TSI,Toscani in Italy
NA20831,NA20831,TSI,Toscani in Italy
NA20832,NA20832,TSI,Toscani in Italy
NA20845,NA20845,GIH,"Gujarati Indian in Houston,TX"
NA20846,NA20846,GIH,"Gujarati Indian in Houston,TX"
NA20847,NA20847,GIH,"Gujarati Indian in Houston,TX"
NA20849,NA20849,GIH,"Gujarati Indian in Houston,TX"
NA20850,NA20850,GIH,"Gujarati Indian in Houston,TX"
NA20851,NA20851,GIH,"Gujarati Indian in Houston,TX"
NA20852,NA20852,GIH,"Gujarati Indian in Houston,TX"
NA20853,NA20853,GIH,"Gujarati Indian in Houston,TX"
NA20854,NA20854,GIH,"Gujarati Indian in Houston,TX"
NA20856,NA20856,GIH,"Gujarati Indian in Houston,TX"
NA20858,NA20858,GIH,"Gujarati Indian in Houston,TX"
NA20859,NA20859,GIH,"Gujarati Indian in Houston,TX"
NA20861,NA20861,GIH,"Gujarati Indian in Houston,TX"
NA20862,NA20862,GIH,"Gujarati Indian in Houston,TX"
NA20863,NA20863,GIH,"Gujarati Indian in Houston,TX"
NA20864,NA20864,GIH,"Gujarati Indian in Houston,TX"
NA20866,NA20866,GIH,"Gujarati Indian in Houston,TX"
NA20867,NA20867,GIH,"Gujarati Indian in Houston,TX"
NA20868,GIH001,GIH,"Gujarati Indian in Houston,TX"
NA20869,NA20869,GIH,"Gujarati Indian in Houston,TX"
NA20870,NA20870,GIH,"Gujarati Indian in Houston,TX"
NA20871,GIH001,GIH,"Gujarati Indian in Houston,TX"
NA20872,NA20872,GIH,"Gujarati Indian in Houston,TX"
NA20873,NA20873,GIH,"Gujarati Indian in Houston,TX"
NA20874,NA20874,GIH,"Gujarati Indian in Houston,TX"
NA20875,NA20875,GIH,"Gujarati Indian in Houston,TX"
NA20876,NA20876,GIH,"Gujarati Indian in Houston,TX"
NA20877,NA20877,GIH,"Gujarati Indian in Houston,TX"
NA20878,NA20878,GIH,"Gujarati Indian in Houston,TX"
NA20879,NA20879,GIH,"Gujarati Indian in Houston,TX"
NA20881,NA20881,GIH,"Gujarati Indian in Houston,TX"
NA20882,NA20882,GIH,"Gujarati Indian in Houston,TX"
NA20883,NA20883,GIH,"Gujarati Indian in Houston,TX"
NA20884,NA20884,GIH,"Gujarati Indian in Houston,TX"
NA20885,NA20885,GIH,"Gujarati Indian in Houston,TX"
NA20886,GIH002,GIH,"Gujarati Indian in Houston,TX"
NA20887,NA20887,GIH,"Gujarati Indian in Houston,TX"
NA20888,NA20888,GIH,"Gujarati Indian in Houston,TX"
